PRODUCTID	PRODUCTNAME	PRODUCTGROUPCODE	PRODUCTGROUPNAME	INSTOCKFLAG	FULLPRICE	ASIN	NodeId
11124		BK	BOOK	Y	34	0005592208	11764655011
11125		BK	BOOK	N	34	0005658640	2992
11126		BK	BOOK	Y	34	0005683610	2993
11127		BK	BOOK	Y	6	0005709172	2994
11128		BK	BOOK	N	9	0005724031	2979
11129		BK	BOOK	N	9	0005752655	11764654011
11130		BK	BOOK	N	9	0005780349	3344091011
11131		BK	BOOK	N	9	0005799007	3144
11132		BK	BOOK	N	9	0005819415	3143
11133		BK	BOOK	N	9	0005834252	3145
11134		BK	BOOK	N	9	0005912679	3147
11135		BK	BOOK	N	9	0005916232	3148
11136		BK	BOOK	N	9	0005957281	271597011
11137		BK	BOOK	N	9	0005971594	3023
11138		BK	BOOK	N	9	0005984572	3024
11139		BK	BOOK	N	9	0005986303	8944245011
11140		BK	BOOK	N	9	0005987474	8944246011
11141		BK	BOOK	N	9	0005990602	3025
11142		BK	BOOK	N	9	0005991293	8944247011
11143		BK	BOOK	N	9	0005991315	8944248011
11144		BK	BOOK	N	14	000599134X	3178
11145		BK	BOOK	Y	9	0005991897	3026
11146		BK	BOOK	N	9	0005991978	8944249011
11147		BK	BOOK	N	9	0005992095	8944250011
11148		BK	BOOK	N	9	0005992400	3027
11149		BK	BOOK	N	9	0005992753	8944251011
11150		BK	BOOK	N	9	0005993202	8944252011
11151		BK	BOOK	N	9	0005993814	3028
11152		BK	BOOK	N	9	0005995043	8944253011
11153		BK	BOOK	N	15	000599683X	8944254011
11154		BK	BOOK	N	15	0005997496	3029
11155		BK	BOOK	N	15	0005997925	8944255011
11156		BK	BOOK	N	20	0005998344	8944256011
11157		BK	BOOK	N	20	0005998360	3040
11158		BK	BOOK	N	20	0006003133	8944257011
11159		BK	BOOK	N	22	0006011144	8944258011
11160		BK	BOOK	N	20	0006011594	3041
11161		BK	BOOK	N	20	0006026125	8944259011
11162		BK	BOOK	N	25	0006057802	8944260011
11163		BK	BOOK	N	25	0006064574	3043
11164		BK	BOOK	N	20	0006104541	8944261011
11165		BK	BOOK	N	20	0006107982	8944262011
11166		BK	BOOK	N	80	0006110452	3044
11167		BK	BOOK	N	150	0006117171	8944263011
11168		BK	BOOK	N	30	000611718X	8944264011
11169		BK	BOOK	Y	22	0006118526	3094
11170		BK	BOOK	Y	9	0006119107	3095
11171		BK	BOOK	N	19	0006121195	3096
11172		BK	BOOK	N	39	000612321X	3097
11173		BK	BOOK	N	29	0006123252	3098
11174		BK	BOOK	N	13	0006123619	3099
11175		BK	BOOK	Y	29	0006124925	11764659011
11176		BK	BOOK	N	16	0006125492	3122
11177		BK	BOOK	N	10	000612609X	3166
11178		BK	BOOK	N	12	0006126898	11764658011
11179		BK	BOOK	Y	21	0006128149	3167
11180		BK	BOOK	N	16	0006128513	3168
11181		BK	BOOK	N	10	0006129005	8883844011
11182		BK	BOOK	Y	10	0006129226	8883845011
11183		BK	BOOK	N	10	0006130550	3171
11184		BK	BOOK	N	9	0006130801	8883846011
11185		BK	BOOK	N	9	0006131247	8883847011
11186		BK	BOOK	N	10	0006131255	3172
11187		BK	BOOK	N	11	0006131786	8883848011
11188		BK	BOOK	Y	10	0006131794	8883849011
11189		BK	BOOK	N	13	0006131891	3175
11190		BK	BOOK	Y	6	0006132464	7009086011
11191		BK	BOOK	N	19	0006132480	3124
11192		BK	BOOK	N	29	0006132499	8883850011
11193		BK	BOOK	N	27	0006132685	8883851011
11194		BK	BOOK	N	23	0006132847	3125
11195		BK	BOOK	Y	14	0006134513	8883852011
11196		BK	BOOK	Y	25	0006135064	8883853011
11197		BK	BOOK	Y	14	0006135102	3131
11198		BK	BOOK	Y	39	0006135129	3133
11199		BK	BOOK	Y	395	0006135978	8883858011
11200		BK	BOOK	N	18	0006136230	8883859011
11201		BK	BOOK	N	2	0006136389	3135
11202		BK	BOOK	N	11	0006136540	8883862011
11203		BK	BOOK	Y	195	0006136966	8883863011
11204		BK	BOOK	Y	175	0006137008	3138
11205		BK	BOOK	N	26	0006137741	8883864011
11206		BK	BOOK	Y	195	0006137989	8883865011
11207		BK	BOOK	Y	195	0006138373	3142
11208		BK	BOOK	Y	745	0006139264	8883866011
11209		BK	BOOK	Y	340	0006139566	8883867011
11210		BK	BOOK	Y	375	0006140823	3045
11211		BK	BOOK	Y	540	0006140882	3046
11212		BK	BOOK	Y	195	0006140904	8883868011
11213		BK	BOOK	Y	745	0006141188	8883869011
11214		BK	BOOK	Y	340	0006142060	3050
11215		BK	BOOK	Y	486	000614408X	8883872011
11216		BK	BOOK	Y	195	0006144470	8883873011
11217		BK	BOOK	Y	340	0006144764	1084194
11218		BK	BOOK	Y	540	0006145302	3053
11219		BK	BOOK	Y	195	0006145388	8883876011
11220		BK	BOOK	Y	340	0006146414	8883877011
11221		BK	BOOK	Y	486	0006146465	3056
11222		BK	BOOK	Y	175	0006146767	8883878011
11223		BK	BOOK	Y	454	0006149006	8883879011
11224		BK	BOOK	Y	340	0006149782	3059
11225		BK	BOOK	Y	337	0006151329	8944265011
11226		BK	BOOK	Y	486	0006151515	8944266011
11227		BK	BOOK	Y	195	0006151604	3060
11228		BK	BOOK	Y	454	0006152058	8883880011
11229		BK	BOOK	Y	301	0006153054	8883881011
11230		BK	BOOK	Y	375	0006153852	3061
11231		BK	BOOK	Y	195	0006154042	8883882011
11232		BK	BOOK	Y	445	0006154298	8883883011
11233		BK	BOOK	Y	670	0006155006	3064
11234		BK	BOOK	Y	340	000615591X	8883884011
11235		BK	BOOK	Y	375	000615641X	8883885011
11236		BK	BOOK	Y	540	0006158048	3067
11237		BK	BOOK	Y	195	0006158056	8883888011
11238		BK	BOOK	Y	445	0006159990	8883889011
11239		BK	BOOK	Y	670	0006160042	3163
11240		BK	BOOK	Y	340	0006160883	8944267011
11241		BK	BOOK	Y	375	0006161219	8944268011
11242		BK	BOOK	Y	486	0006161294	7009087011
11243		BK	BOOK	Y	195	0006161413	3021
11244		BK	BOOK	Y	495	000616157X	8883890011
11245		BK	BOOK	Y	745	000616174X	8883891011
11246		BK	BOOK	Y	340	0006161995	1084222
11247		BK	BOOK	Y	375	0006162592	8883892011
11248		BK	BOOK	Y	540	0006162649	8883893011
11249		BK	BOOK	Y	495	0006163351	3150
11250		BK	BOOK	Y	633	0006164811	8883894011
11251		BK	BOOK	Y	340	0006165109	8883895011
11252		BK	BOOK	Y	375	0006165583	1084236
11253		BK	BOOK	Y	540	000616563X	3153
11254		BK	BOOK	Y	195	0006165699	8883896011
11255		BK	BOOK	Y	195	0006165753	8883897011
11256		BK	BOOK	Y	495	0006165931	3068
11257		BK	BOOK	Y	745	0006166083	8883899011
11258		BK	BOOK	Y	340	0006166121	8883900011
11259		BK	BOOK	Y	375	0006166598	3156
11260		BK	BOOK	Y	540	0006167365	8883901011
11261		BK	BOOK	Y	195	000616823X	8883902011
11262		BK	BOOK	Y	445	0006168264	3159
11263		BK	BOOK	Y	340	000616899X	8883905011
11264		BK	BOOK	Y	339	0006169333	8883906011
11265		BK	BOOK	Y	195	0006170072	3160
11266		BK	BOOK	Y	445	0006170110	8883909011
11267		BK	BOOK	Y	745	000617065X	8883910011
11268		BK	BOOK	Y	340	0006170749	1084220
11269		BK	BOOK	Y	375	0006171044	8883911011
11270		BK	BOOK	Y	540	0006171699	8883912011
11271		BK	BOOK	Y	195	0006172113	3139
11272		BK	BOOK	Y	495	0006172164	8883913011
11273		BK	BOOK	Y	670	0006172172	8883914011
11274		BK	BOOK	Y	340	0006172466	1084214
11275		BK	BOOK	Y	375	0006172504	3230
11276		BK	BOOK	Y	540	0006172911	3231
11277		BK	BOOK	Y	195	0006173527	3232
11278		BK	BOOK	Y	495	0006173586	3236
11279		BK	BOOK	Y	670	0006173977	3237
11280		BK	BOOK	Y	340	000617471X	3239
11281		BK	BOOK	Y	375	000617499X	3240
11282		BK	BOOK	Y	540	0006175015	3241
11283		BK	BOOK	Y	306	0006175163	3242
11284		BK	BOOK	Y	540	0006175465	3245
11285		BK	BOOK	Y	195	0006176089	3246
11286		BK	BOOK	Y	340	0006176275	3247
11287		BK	BOOK	Y	337	0006176550	8883915011
11288		BK	BOOK	Y	540	0006176593	8883916011
11289		BK	BOOK	Y	175	0006176607	3248
11290		BK	BOOK	Y	340	0006176631	8883917011
11291		BK	BOOK	Y	486	0006176755	8883918011
11292		BK	BOOK	Y	195	000617681X	1084210
11293		BK	BOOK	Y	340	0006176909	2917
11294		BK	BOOK	Y	375	000617700X	2918
11295		BK	BOOK	Y	540	0006177360	15356871
11296		BK	BOOK	Y	195	0006177379	2919
11297		BK	BOOK	Y	340	0006177484	2920
11298		BK	BOOK	Y	375	0006177824	69281
11299		BK	BOOK	Y	156	0006177948	2922
11300		BK	BOOK	Y	195	0006178235	2923
11301		BK	BOOK	Y	340	0006178367	2924
11302		BK	BOOK	Y	486	0006178979	2925
11303		BK	BOOK	Y	175	0006179983	2939
11304		BK	BOOK	Y	375	0006180116	2940
11305		BK	BOOK	Y	486	0006184936	2941
11306		BK	BOOK	Y	195	0006190944	2942
11307		BK	BOOK	Y	495	0006194532	2943
11308		BK	BOOK	Y	340	0006196454	2944
11309		BK	BOOK	Y	375	0006198228	2945
11310		BK	BOOK	Y	540	0006231381	2946
11311		BK	BOOK	Y	195	0006233139	2947
11312		BK	BOOK	Y	340	0006233376	2948
11313		BK	BOOK	Y	195	0006235778	2949
11314		BK	BOOK	Y	340	0006237398	8951191011
11315		BK	BOOK	Y	195	0006240682	2950
11316		BK	BOOK	Y	495	0006241638	2955
11317		BK	BOOK	Y	745	0006243592	2963
11318		BK	BOOK	Y	340	0006245668	2965
11319		BK	BOOK	Y	375	0006248357	3069
11320		BK	BOOK	Y	486	0006248365	3070
11321		BK	BOOK	Y	195	0006253334	8883919011
11322		BK	BOOK	Y	701	0006254195	8883920011
11323		BK	BOOK	Y	340	0006255450	3071
11324		BK	BOOK	Y	375	000626106X	3072
11325		BK	BOOK	Y	540	000626560X	3076
11326		BK	BOOK	Y	195	0006266363	3080
11327		BK	BOOK	Y	195	0006266843	7009085011
11328		BK	BOOK	Y	340	0006267114	8883921011
11329		BK	BOOK	Y	375	0006267491	8883922011
11330		BK	BOOK	Y	540	0006268331	3083
11331		BK	BOOK	Y	495	0006269281	8883923011
11332		BK	BOOK	Y	745	0006269567	8298079011
11333		BK	BOOK	Y	375	0006269893	8298080011
11334		BK	BOOK	Y	540	0006270220	8298081011
11335		BK	BOOK	Y	195	0006272053	8883924011
11336		BK	BOOK	Y	495	000627403X	8298082011
11337		BK	BOOK	Y	745	0006274196	8298083011
11338		BK	BOOK	Y	340	0006274765	8298084011
11339		BK	BOOK	Y	375	0006275192	3087
11340		BK	BOOK	Y	540	0006275974	3088
11341		BK	BOOK	Y	195	0006276059	3089
11342		BK	BOOK	Y	195	0006276199	7009084011
11343		BK	BOOK	Y	445	0006276202	8883925011
11344		BK	BOOK	Y	340	0006276830	8883926011
11345		BK	BOOK	Y	375	0006278159	3090
11346		BK	BOOK	Y	540	0006278418	3093
11347		BK	BOOK	Y	195	0006278531	3003
11348		BK	BOOK	Y	195	0006278558	3397
11349		BK	BOOK	Y	495	0006278582	3398
11350		BK	BOOK	Y	670	0006278698	3399
11351		BK	BOOK	Y	340	0006278701	2966
11352		BK	BOOK	Y	337	000627871X	9432908011
11353		BK	BOOK	Y	486	0006278736	9432909011
11354		BK	BOOK	Y	195	0006278833	9432910011
11355		BK	BOOK	Y	445	0006279244	9432911011
11356		BK	BOOK	Y	745	0006279295	9432912011
11357		BK	BOOK	Y	340	0006279341	9432913011
11358		BK	BOOK	Y	375	0006279457	9432914011
11359		BK	BOOK	Y	195	0006279503	9432915011
11360		BK	BOOK	Y	306	0006279511	9432916011
11361		BK	BOOK	Y	732	000627952X	2926
11362		BK	BOOK	Y	495	0006279554	2927
11363		BK	BOOK	Y	495	0006279597	2928
11364		BK	BOOK	Y	745	0006279686	2929
11365		BK	BOOK	Y	1045	0006279872	2930
11366		BK	BOOK	Y	340	0006279902	2933
11367		BK	BOOK	Y	640	0006280080	2934
11368		BK	BOOK	Y	375	0006280366	2935
11369		BK	BOOK	Y	675	0006280374	2936
11370		BK	BOOK	Y	540	0006280412	2937
11371		BK	BOOK	Y	840	0006280447	2956
11372		BK	BOOK	Y	195	0006280536	2957
11373		BK	BOOK	Y	340	0006280641	2958
11374		BK	BOOK	Y	802	000628079X	2959
11375		BK	BOOK	Y	195	0006280862	2962
11376		BK	BOOK	Y	445	000628101X	11764656011
11377		BK	BOOK	Y	495	0006281036	15356881
11378		BK	BOOK	Y	670	0006281052	3004
11379		BK	BOOK	Y	340	0006281125	3006
11380		BK	BOOK	Y	375	0006281168	3007
11381		BK	BOOK	Y	496	0006281192	9432906011
11382		BK	BOOK	Y	840	0006281338	9432907011
11383		BK	BOOK	Y	195	0006281354	3113
11384		BK	BOOK	Y	495	0006281435	13922592011
11385		BK	BOOK	Y	795	0006281443	3114
11386		BK	BOOK	Y	670	0006281486	8944269011
11387		BK	BOOK	Y	940	0006281575	8944270011
11388		BK	BOOK	Y	340	0006281605	8944271011
11389		BK	BOOK	Y	640	0006281621	8944272011
11390		BK	BOOK	Y	375	0006281745	8944273011
11391		BK	BOOK	Y	486	000630043X	8944274011
11392		BK	BOOK	Y	195	0006320686	8944275011
11393		BK	BOOK	Y	495	0006323782	8944276011
11394		BK	BOOK	Y	745	0006326188	8944277011
11395		BK	BOOK	Y	340	0006328857	8944278011
11396		BK	BOOK	Y	375	0006329535	8944279011
11397		BK	BOOK	Y	540	0006331750	8944280011
11398		BK	BOOK	Y	306	0006332471	8944281011
11399		BK	BOOK	Y	175	0006333338	8944282011
11400		BK	BOOK	Y	195	0006335098	8944283011
11401		BK	BOOK	Y	445	0006335926	8944284011
11402		BK	BOOK	Y	610	0006337562	8944285011
11403		BK	BOOK	Y	340	0006338089	8944286011
11404		BK	BOOK	Y	675	000633833X	8944287011
11405		BK	BOOK	Y	195	0006338658	8944288011
11406		BK	BOOK	Y	495	0006341004	8944289011
11407		BK	BOOK	Y	745	0006341071	13922593011
11408		BK	BOOK	Y	340	000634156X	3116
11409		BK	BOOK	Y	375	0006341616	13922594011
11410		BK	BOOK	Y	540	0006342825	3115
11411		BK	BOOK	Y	195	0006343171	3019
11412		BK	BOOK	Y	340	0006344364	3016
11413		BK	BOOK	Y	342	0006345123	8944241011
11414		BK	BOOK	N	195	0006345549	8944242011
11415		BK	BOOK	N	340	0006345697	11764657011
11416		BK	BOOK	N	337	0006346812	3101
11417		BK	BOOK	Y	195	0006349226	13922596011
11418		BK	BOOK	Y	670	0006352022	172820
11419		BK	BOOK	Y	306	0006352413	173002
11420		BK	BOOK	Y	375	0006353193	3102
11421		BK	BOOK	Y	486	0006353282	3110
11422		BK	BOOK	Y	195	0006357075	3104
11423		BK	BOOK	Y	670	0006357849	3106
11424		BK	BOOK	Y	306	0006358594	3107
11425		BK	BOOK	Y	337	0006361862	3103
11426		BK	BOOK	Y	195	0006363121	8944290011
11427		BK	BOOK	Y	495	0006363156	8944291011
11428		BK	BOOK	Y	670	0006364675	283045
11429		BK	BOOK	Y	340	000636506X	3076
11430		BK	BOOK	Y	375	0006365078	3114
11431		BK	BOOK	Y	540	0006365140	8944269011
11432		BK	BOOK	Y	195	0006365159	8944270011
11433		BK	BOOK	Y	340	0006365361	8944271011
11434		BK	BOOK	Y	375	000636540X	8944272011
11435		BK	BOOK	Y	195	0006365582	8944273011
11436		BK	BOOK	Y	495	000636618X	8944274011
11437		BK	BOOK	Y	340	0006366295	8944275011
11438		BK	BOOK	Y	375	000636778X	8944276011
11439		BK	BOOK	Y	540	0006368212	8944277011
11440		BK	BOOK	Y	195	0006369405	8944278011
11441		BK	BOOK	Y	445	0006369618	8944279011
11442		BK	BOOK	Y	670	0006370004	8944280011
11443		BK	BOOK	Y	340	0006370144	8944281011
11444		BK	BOOK	Y	375	0006370330	8944282011
11445		BK	BOOK	Y	540	0006371280	8944283011
11446		BK	BOOK	Y	195	0006371930	8944284011
11447		BK	BOOK	Y	445	0006371949	8944285011
11448		BK	BOOK	Y	745	0006371957	8944286011
11449		BK	BOOK	Y	340	0006372309	8944287011
11450		BK	BOOK	Y	337	0006372643	8944288011
11451		BK	BOOK	Y	540	0006372708	8944289011
11452		BK	BOOK	Y	195	0006373402	173001
11453		BK	BOOK	Y	445	0006373429	8883927011
11454		BK	BOOK	Y	745	0006373542	8883928011
11455		BK	BOOK	Y	340	0006374085	266237
11456		BK	BOOK	Y	375	0006374301	266236
11457		BK	BOOK	Y	486	0006374379	3121
11458		BK	BOOK	Y	175	0006375170	3112
11459		BK	BOOK	Y	445	0006375219	16244691
11460		BK	BOOK	Y	195	0006375316	172720
11461		BK	BOOK	Y	340	0006375669	3119
11462		BK	BOOK	Y	306	0006375731	3120
11463		BK	BOOK	Y	195	0006375863	3113
11464		BK	BOOK	Y	445	0006376029	13922592011
11465		BK	BOOK	Y	745	0006376355	3114
11466		BK	BOOK	Y	340	0006377157	8944269011
11467		BK	BOOK	Y	375	0006377181	8944270011
11468		BK	BOOK	Y	540	0006377572	8944271011
11469		BK	BOOK	Y	195	0006377963	8944272011
11470		BK	BOOK	Y	495	0006378560	8944273011
11471		BK	BOOK	Y	340	0006379737	8944274011
11472		BK	BOOK	Y	375	0006379834	8944275011
11473		BK	BOOK	Y	540	0006380255	8944276011
11474		BK	BOOK	Y	195	0006380298	8944277011
11475		BK	BOOK	Y	272	0006380387	8944278011
11476		BK	BOOK	Y	375	0006380417	8944279011
11477		BK	BOOK	Y	195	0006380433	8944280011
11478		BK	BOOK	Y	745	0006380492	8944281011
11479		BK	BOOK	Y	340	0006380530	8944282011
11480		BK	BOOK	Y	195	0006380573	8944283011
11481		BK	BOOK	Y	495	0006380611	8944284011
11482		BK	BOOK	Y	745	000638062X	8944285011
11483		BK	BOOK	Y	340	0006380727	8944286011
11484		BK	BOOK	Y	375	0006380832	8944287011
11485		BK	BOOK	Y	195	0006380840	8944288011
11486		BK	BOOK	Y	340	0006380905	8944289011
11487		BK	BOOK	Y	375	0006381030	13922593011
11488		BK	BOOK	Y	195	0006381294	3116
11489		BK	BOOK	Y	486	0006381340	13922594011
11490		BK	BOOK	Y	450	0006382479	3115
11491		BK	BOOK	Y	800	0006382495	3017
11492		BK	BOOK	Y	195	0006382568	8944236011
11493		BK	BOOK	Y	195	0006382614	8944237011
11494		BK	BOOK	Y	340	0006382711	8944238011
11495		BK	BOOK	Y	155	0006382878	3351949011
11496		BK	BOOK	Y	195	0006382991	8944233011
11497		BK	BOOK	Y	745	0006383297	8944234011
11498		BK	BOOK	Y	340	0006383335	8944235011
11499		BK	BOOK	Y	375	0006383378	13922595011
11500		BK	BOOK	Y	486	0006383424	10166931011
11501		BK	BOOK	Y	195	0006383475	3018
11502		BK	BOOK	Y	445	0006383548	8944239011
11503		BK	BOOK	Y	745	0006383718	13922591011
11504		BK	BOOK	Y	340	0006383831	8944240011
11505		BK	BOOK	Y	195	0006383947	3207
11506		BK	BOOK	Y	340	0006383955	3209
11507		BK	BOOK	Y	146	0006384005	3210
11508		BK	BOOK	Y	306	0006384099	3211
11509		BK	BOOK	Y	540	0006384218	3212
11510		BK	BOOK	Y	195	0006384226	3214
11511		BK	BOOK	Y	445	0006384285	3215
11512		BK	BOOK	Y	340	0006384374	3216
11513		BK	BOOK	Y	306	000638448X	3217
11514		BK	BOOK	Y	340	0006384595	3220
11515		BK	BOOK	Y	195	000638465X	16244041
11516		BK	BOOK	Y	195	0006384722	3221
11517		BK	BOOK	Y	340	0006384862	3224
11518		BK	BOOK	Y	472	0006384889	3208
11519		BK	BOOK	Y	195	0006385109	3249
11520		BK	BOOK	Y	445	0006385141	3250
11521		BK	BOOK	Y	340	0006385192	16244711
11522		BK	BOOK	Y	540	0006385419	16244701
11523		BK	BOOK	Y	195	0006385478	15356851
11524		BK	BOOK	Y	495	0006385494	3261
11525		BK	BOOK	Y	337	0006385532	3262
11526		BK	BOOK	Y	540	0006385567	3263
11527		BK	BOOK	Y	340	0006385648	8883929011
11528		BK	BOOK	Y	195	0006385745	8883930011
11529		BK	BOOK	Y	306	0006385796	3267
11530		BK	BOOK	Y	195	0006386180	3270
11531		BK	BOOK	Y	175	0006386245	3273
11532		BK	BOOK	Y	495	0006386369	3274
11533		BK	BOOK	Y	745	0006386563	16244061
11534		BK	BOOK	Y	340	000638661X	3278
11535		BK	BOOK	Y	337	0006386733	3279
11536		BK	BOOK	Y	540	0006386830	3280
11537		BK	BOOK	Y	450	0006387306	3283
11538		BK	BOOK	Y	745	0006387403	10166933011
11539		BK	BOOK	Y	195	0006387497	10166934011
11540		BK	BOOK	Y	445	0006387500	10166935011
11541		BK	BOOK	Y	375	0006387578	3301
11542		BK	BOOK	Y	540	0006387640	3400
11543		BK	BOOK	Y	306	0006387675	3401
11544		BK	BOOK	Y	340	0006387934	3404
11545		BK	BOOK	Y	327	0006388183	3381
11546		BK	BOOK	Y	540	0006388213	3407
11547		BK	BOOK	Y	340	0006388256	3408
11548		BK	BOOK	Y	351	0006388264	3411
11549		BK	BOOK	Y	486	000638837X	3412
11550		BK	BOOK	Y	445	0006388515	3413
11551		BK	BOOK	Y	670	0006388671	3416
11552		BK	BOOK	Y	345	0006389406	3418
11553		BK	BOOK	Y	337	0006391079	3419
11554		BK	BOOK	Y	540	0006391605	3420
11555		BK	BOOK	Y	195	0006391850	3421
11556		BK	BOOK	Y	495	0006391869	69240
11557		BK	BOOK	Y	688	0006392067	3424
11558		BK	BOOK	Y	345	0006392148	3425
11559		BK	BOOK	Y	337	0006392156	172810
11560		BK	BOOK	Y	486	0006392202	7259399011
11561		BK	BOOK	Y	195	0006392296	7259400011
11562		BK	BOOK	Y	276	0006392326	8883931011
11563		BK	BOOK	Y	337	0006392393	8883932011
11564		BK	BOOK	Y	486	0006392466	172805
11565		BK	BOOK	Y	195	0006392474	172701
11566		BK	BOOK	Y	745	0006392504	720864
11567		BK	BOOK	Y	340	0006392709	720866
11568		BK	BOOK	Y	195	0006392717	7259402011
11569		BK	BOOK	Y	495	0006392830	12196
11570		BK	BOOK	Y	745	0006392857	12211
11571		BK	BOOK	Y	340	0006392997	12155
11572		BK	BOOK	Y	375	0006393020	12157
11573		BK	BOOK	Y	540	000639308X	12159
11574		BK	BOOK	Y	195	0006393187	12161
11575		BK	BOOK	Y	745	0006393195	12163
11576		BK	BOOK	Y	340	000639325X	12165
11577		BK	BOOK	Y	375	0006393438	12177
11578		BK	BOOK	Y	486	0006393659	12166
11579		BK	BOOK	Y	195	0006393810	12168
11580		BK	BOOK	Y	306	0006394205	12170
11581		BK	BOOK	Y	375	0006394272	12172
11582		BK	BOOK	Y	540	0006394507	7259403011
11583		BK	BOOK	Y	195	0006394639	7259405011
11584		BK	BOOK	Y	340	0006395066	12179
11585		BK	BOOK	Y	337	0006395104	12181
11586		BK	BOOK	Y	540	0006395120	12182
11587		BK	BOOK	Y	195	0006395333	12184
11588		BK	BOOK	Y	445	0006395570	12186
11589		BK	BOOK	Y	340	0006395643	12188
11590		BK	BOOK	Y	375	0006395694	12196
11591		BK	BOOK	Y	540	0006395767	12151
11592		BK	BOOK	Y	195	000639583X	12159
11593		BK	BOOK	Y	445	0006417957	12168
11594		BK	BOOK	Y	745	0006419410	7259401011
11595		BK	BOOK	Y	340	0006425607	12184
11596		BK	BOOK	Y	486	0006428509	172815
11597		BK	BOOK	Y	195	0006441238	12200
11598		BK	BOOK	Y	495	0006458718	12211
11599		BK	BOOK	Y	745	0006460763	12153
11600		BK	BOOK	Y	340	0006470181	12161
11601		BK	BOOK	Y	375	000647019X	12170
11602		BK	BOOK	Y	540	0006470238	12186
11603		BK	BOOK	Y	195	0006470343	12215
11604		BK	BOOK	Y	445	0006470580	7259407011
11605		BK	BOOK	Y	340	0006470688	12218
11606		BK	BOOK	Y	337	0006471641	7259409011
11607		BK	BOOK	Y	540	0006472001	12059
11608		BK	BOOK	Y	175	0006472648	713627011
11609		BK	BOOK	Y	461	0006473296	12149
11610		BK	BOOK	Y	337	0006473334	7259410011
11611		BK	BOOK	Y	486	0006473393	12151
11612		BK	BOOK	Y	175	0006473407	12153
11613		BK	BOOK	Y	375	0006475043	12300
11614		BK	BOOK	Y	195	0006475337	12304
11615		BK	BOOK	Y	195	0006475973	12292
11616		BK	BOOK	Y	745	0006476058	12295
11617		BK	BOOK	Y	340	0006476155	172803
11618		BK	BOOK	Y	375	000647618X	12300
11619		BK	BOOK	Y	486	0006476201	12302
11620		BK	BOOK	Y	195	0006476325	12304
11621		BK	BOOK	Y	445	0006476457	12306
11622		BK	BOOK	Y	306	0006477097	172820
11623		BK	BOOK	Y	375	0006477100	173002
11624		BK	BOOK	Y	540	000647859X	3102
11625		BK	BOOK	Y	195	0006478840	3110
11626		BK	BOOK	Y	445	0006479014	3104
11627		BK	BOOK	Y	745	0006479286	3106
11628		BK	BOOK	Y	340	0006479359	3107
11629		BK	BOOK	Y	375	0006479405	3103
11630		BK	BOOK	Y	486	0006479502	8944290011
11631		BK	BOOK	Y	195	0006479529	8944291011
11632		BK	BOOK	Y	340	0006479650	283045
11633		BK	BOOK	Y	195	0006479677	3076
11634		BK	BOOK	Y	745	0006479758	3114
11635		BK	BOOK	Y	306	0006479774	8944269011
11636		BK	BOOK	Y	337	0006479901	8944270011
11637		BK	BOOK	Y	540	0006480012	8944271011
11638		BK	BOOK	Y	195	0006480160	8944272011
11639		BK	BOOK	Y	495	0006480217	8944273011
11640		BK	BOOK	Y	745	0006480225	8944274011
11641		BK	BOOK	Y	340	000648025X	8944275011
11642		BK	BOOK	Y	375	0006480551	8944276011
11643		BK	BOOK	Y	540	0006480799	8944277011
11644		BK	BOOK	Y	195	0006480829	8944278011
11645		BK	BOOK	Y	340	0006480934	8944279011
11646		BK	BOOK	Y	337	0006481043	8944280011
11647		BK	BOOK	Y	490	0006481116	8944281011
11648		BK	BOOK	Y	195	0006481124	8944282011
11649		BK	BOOK	Y	445	0006481140	8944283011
11650		BK	BOOK	Y	745	0006481353	8944284011
11651		BK	BOOK	Y	340	0006481434	8944285011
11652		BK	BOOK	Y	337	0006481531	8944286011
11653		BK	BOOK	Y	540	0006481744	8944287011
11654		BK	BOOK	Y	195	0006481809	8944288011
11655		BK	BOOK	Y	340	0006481965	8944289011
11656		BK	BOOK	Y	375	0006482007	173001
11657		BK	BOOK	Y	195	0006482015	8883927011
11658		BK	BOOK	Y	340	000648204X	8883928011
11659		BK	BOOK	Y	337	0006482147	266237
11660		BK	BOOK	Y	195	0006482155	266236
11661		BK	BOOK	Y	340	0006482198	3121
11662		BK	BOOK	Y	415	0006482236	280287
11663		BK	BOOK	Y	195	0006482333	10368603011
11664		BK	BOOK	Y	745	0006482430	10368604011
11665		BK	BOOK	Y	306	0006482627	10368605011
11666		BK	BOOK	Y	375	0006482724	10368606011
11667		BK	BOOK	Y	195	0006482791	10368607011
11668		BK	BOOK	Y	306	0006482821	10368608011
11669		BK	BOOK	Y	488	0006482902	10368610011
11670		BK	BOOK	Y	195	000648302X	10368611011
11671		BK	BOOK	Y	670	0006483712	10368612011
11672		BK	BOOK	Y	340	0006483801	171120
11673		BK	BOOK	Y	375	000648381X	171123
11674		BK	BOOK	Y	486	0006483844	10368614011
11675		BK	BOOK	Y	195	0006483933	10368615011
11676		BK	BOOK	Y	745	0006483968	16009761
11677		BK	BOOK	Y	340	0006484522	12406
11678		BK	BOOK	Y	540	0006485081	12292
11679		BK	BOOK	Y	195	0006485251	12295
11680		BK	BOOK	Y	445	000648560X	172803
11681		BK	BOOK	Y	306	0006485618	12300
11682		BK	BOOK	Y	281	0006485731	12302
11683		BK	BOOK	Y	540	0006485758	12304
